series_index,article_folder,title,cnts_id,source_folder,page_file,hash_status,expected_sha256,actual_sha256,expected_bytes,actual_bytes,expected_pixels,actual_pixels,unit_ids,unit_count_for_page,layout_visual_status,warning
52,52_自覺_1919-09,自覺ᄒᆞ야써 其根에 歸ᄒᆞ라,CNTS-00048037837,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037837,page_005.jpg,ok,5ca4e12aba90ac1492bbe6e102d702145fd0a08f17f85684a8ca42cd6f9dece6,5ca4e12aba90ac1492bbe6e102d702145fd0a08f17f85684a8ca42cd6f9dece6,200194,200194,1500x2367,1500x2367,unit_5_p5,1,pending_visual_review,
52,52_自覺_1919-09,自覺ᄒᆞ야써 其根에 歸ᄒᆞ라,CNTS-00048037837,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037837,page_006.jpg,ok,7254fb26710cda6bb1e5b1a22da9430e2cc919bee2e87ae876b2fa461a268a76,7254fb26710cda6bb1e5b1a22da9430e2cc919bee2e87ae876b2fa461a268a76,177745,177745,1500x2320,1500x2320,unit_6_p6,1,pending_visual_review,
53,53_今日_1919-10,今日以後의 宗敎,CNTS-00048037846,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037846,page_001.jpg,ok,e50cc3175693ade0b3dc4578e5b056669de13c75d71ec607ff9332dd2067a836,e50cc3175693ade0b3dc4578e5b056669de13c75d71ec607ff9332dd2067a836,218140,218140,1500x2400,1500x2400,unit_1_p1,1,pending_visual_review,
53,53_今日_1919-10,今日以後의 宗敎,CNTS-00048037846,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037846,page_002.jpg,ok,a6a06fbc3e3d74b602073b1e59d16f540a3594a69cc57eefab3f1fc129615168,a6a06fbc3e3d74b602073b1e59d16f540a3594a69cc57eefab3f1fc129615168,222069,222069,1500x2450,1500x2450,unit_2_p2,1,pending_visual_review,
53,53_今日_1919-10,今日以後의 宗敎,CNTS-00048037846,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037846,page_003.jpg,ok,e1a1de8667faa62e6a3c4c2701b20d13d17d7918bd31670b2f69c5586ef931a2,e1a1de8667faa62e6a3c4c2701b20d13d17d7918bd31670b2f69c5586ef931a2,212982,212982,1500x2396,1500x2396,unit_3_p3,1,pending_visual_review,
53,53_今日_1919-10,今日以後의 宗敎,CNTS-00048037846,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037846,page_004.jpg,ok,74817fa4f10f38486ea49dc51ee7cdd7b908a2cb81630a58d11567e5b5056274,74817fa4f10f38486ea49dc51ee7cdd7b908a2cb81630a58d11567e5b5056274,210984,210984,1500x2430,1500x2430,unit_4_p4,1,pending_visual_review,
53,53_今日_1919-10,今日以後의 宗敎,CNTS-00048037846,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037846,page_005.jpg,ok,9c10d0d9def08de1608ae29e36b4deeca14b9b4244f8fdb9ce0b154c5de8966c,9c10d0d9def08de1608ae29e36b4deeca14b9b4244f8fdb9ce0b154c5de8966c,228412,228412,1500x2404,1500x2404,unit_5_p5,1,pending_visual_review,
54,54_十月_1919-11,十月二十八日大祈禱,CNTS-00048051660,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051660,page_001.jpg,ok,b923c68387351e65fc69a0d35de25424b8fc0bde00ab4a58dafc80907cbb1131,b923c68387351e65fc69a0d35de25424b8fc0bde00ab4a58dafc80907cbb1131,208271,208271,1500x2427,1500x2427,unit_1_p1,1,pending_visual_review,
54,54_十月_1919-11,十月二十八日大祈禱,CNTS-00048051660,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051660,page_002.jpg,ok,13b3418bf6b53420ed1a59e5d17f69b88063e175a5fcfacb454e7a7df969e1ba,13b3418bf6b53420ed1a59e5d17f69b88063e175a5fcfacb454e7a7df969e1ba,208634,208634,1500x2436,1500x2436,unit_2_p2,1,pending_visual_review,
54,54_十月_1919-11,十月二十八日大祈禱,CNTS-00048051660,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051660,page_003.jpg,ok,431cc227f49e5008b4ad3028cc03cc057ec8ec884ab93439ef494da5ea4a9f7c,431cc227f49e5008b4ad3028cc03cc057ec8ec884ab93439ef494da5ea4a9f7c,221498,221498,1500x2439,1500x2439,unit_3_p3,1,pending_visual_review,
54,54_十月_1919-11,十月二十八日大祈禱,CNTS-00048051660,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051660,page_004.jpg,ok,189b98a94f0f56fb1bcc22d3b34da4edd102bea06d7c8a0d275d1403f677bec4,189b98a94f0f56fb1bcc22d3b34da4edd102bea06d7c8a0d275d1403f677bec4,202369,202369,1500x2422,1500x2422,unit_4_p4,1,pending_visual_review,
54,54_十月_1919-11,十月二十八日大祈禱,CNTS-00048051660,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051660,page_005.jpg,ok,b928e6aca7e74f80d7a26811f5d6dbe459aab5dd7a2d37e0c0efc74de5047c5d,b928e6aca7e74f80d7a26811f5d6dbe459aab5dd7a2d37e0c0efc74de5047c5d,212072,212072,1500x2418,1500x2418,unit_5_p5,1,pending_visual_review,
55,55_改造_1919-12,改造와 宗敎,CNTS-00048065323,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065323,page_001.jpg,ok,62e72ef6f0159fc0f1820b8c44410402afab96833de6260caf368b9dfec74bff,62e72ef6f0159fc0f1820b8c44410402afab96833de6260caf368b9dfec74bff,209609,209609,1500x2357,1500x2357,unit_1_p1,1,pending_visual_review,
55,55_改造_1919-12,改造와 宗敎,CNTS-00048065323,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065323,page_002.jpg,ok,540fb39272093149b7453f687fbeb77dde697f53c6cb68d63a32b4ad42b3b3a1,540fb39272093149b7453f687fbeb77dde697f53c6cb68d63a32b4ad42b3b3a1,218557,218557,1500x2349,1500x2349,unit_2_p2,1,pending_visual_review,
55,55_改造_1919-12,改造와 宗敎,CNTS-00048065323,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065323,page_003.jpg,ok,2ef8e43d199fbde034378b9e2a09e07e221ebc757fcbaf5135a528a8d8e21f0a,2ef8e43d199fbde034378b9e2a09e07e221ebc757fcbaf5135a528a8d8e21f0a,216401,216401,1500x2342,1500x2342,unit_3_p3,1,pending_visual_review,
55,55_改造_1919-12,改造와 宗敎,CNTS-00048065323,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065323,page_004.jpg,ok,a1a2fd50a963c0050f8c24c694103d325089e995723d44824836590ae0b3d25b,a1a2fd50a963c0050f8c24c694103d325089e995723d44824836590ae0b3d25b,207767,207767,1500x2367,1500x2367,unit_4_p4,1,pending_visual_review,
55,55_改造_1919-12,改造와 宗敎,CNTS-00048065323,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065323,page_005.jpg,ok,518380f7bed8fd68dc051f736085afa66c07e96ae261ce7414ea4e10c04c16de,518380f7bed8fd68dc051f736085afa66c07e96ae261ce7414ea4e10c04c16de,209056,209056,1500x2327,1500x2327,unit_5_p5,1,pending_visual_review,
56,56_天道_1920-01,天道敎六十一歲花甲庚申을 迎喜,CNTS-00048065337,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065337,page_001.jpg,ok,a9dbef3d1996f7d052a280481e6c90a732d3d22f5c82a0c0d79c5d688429b1f1,a9dbef3d1996f7d052a280481e6c90a732d3d22f5c82a0c0d79c5d688429b1f1,165883,165883,1500x2432,1500x2432,unit_1_p1,1,pending_visual_review,
56,56_天道_1920-01,天道敎六十一歲花甲庚申을 迎喜,CNTS-00048065337,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065337,page_002.jpg,ok,699b60df94498031a8d1e795dc2dbd8fca62db430203ff18ab48e052233b0682,699b60df94498031a8d1e795dc2dbd8fca62db430203ff18ab48e052233b0682,181981,181981,1500x2336,1500x2336,unit_2_p2,1,pending_visual_review,
56,56_天道_1920-01,天道敎六十一歲花甲庚申을 迎喜,CNTS-00048065337,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065337,page_003.jpg,ok,9cde893a5ca79435dd814a2ac6a7178feaa069a80ac3e49da9e2b8548717c3ea,9cde893a5ca79435dd814a2ac6a7178feaa069a80ac3e49da9e2b8548717c3ea,171174,171174,1500x2296,1500x2296,unit_3_p3,1,pending_visual_review,
56,56_天道_1920-01,天道敎六十一歲花甲庚申을 迎喜,CNTS-00048065337,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065337,page_004.jpg,ok,c28ac1bf04a3bd69b2408a4681a7fbe014c831188eca4a114c4f509a0f03462d,c28ac1bf04a3bd69b2408a4681a7fbe014c831188eca4a114c4f509a0f03462d,179408,179408,1500x2234,1500x2234,unit_4_p4,1,pending_visual_review,
56,56_天道_1920-01,天道敎六十一歲花甲庚申을 迎喜,CNTS-00048065337,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065337,page_005.jpg,ok,ad2f65700c85caab880cb3bb1afefeac8df321962b99656649a8cbafe916947d,ad2f65700c85caab880cb3bb1afefeac8df321962b99656649a8cbafe916947d,179595,179595,1500x2337,1500x2337,unit_5_p5,1,pending_visual_review,
56,56_天道_1920-01,天道敎六十一歲花甲庚申을 迎喜,CNTS-00048065337,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065337,page_006.jpg,ok,c36386b4b532259f4977032b9a6c0ac4a5df272ce49d48ad836643312f2c2496,c36386b4b532259f4977032b9a6c0ac4a5df272ce49d48ad836643312f2c2496,178897,178897,1500x2308,1500x2308,unit_6_p6,1,pending_visual_review,
57,57_天道_1920-02,天道敎靑年臨時敎理講習會에 就하야,CNTS-00048079093,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079093,page_001.jpg,ok,584324754d9c63888eb0c705677352c68a292dcd5615885e6552cc1ad593a162,584324754d9c63888eb0c705677352c68a292dcd5615885e6552cc1ad593a162,176339,176339,1500x2495,1500x2495,unit_1_p1,1,pending_visual_review,
57,57_天道_1920-02,天道敎靑年臨時敎理講習會에 就하야,CNTS-00048079093,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079093,page_002.jpg,ok,427def09478b4388c9e23d0292e35cf5a0a8fb81f7b80a4211ee2131fbfb72e7,427def09478b4388c9e23d0292e35cf5a0a8fb81f7b80a4211ee2131fbfb72e7,216408,216408,1500x2317,1500x2317,unit_2_p2,1,pending_visual_review,
57,57_天道_1920-02,天道敎靑年臨時敎理講習會에 就하야,CNTS-00048079093,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079093,page_003.jpg,ok,c5e2ec6662e4a2ce731222e9fc85e609b04e26597152f1d848e5700063e0e16c,c5e2ec6662e4a2ce731222e9fc85e609b04e26597152f1d848e5700063e0e16c,202565,202565,1500x2395,1500x2395,unit_3_p3,1,pending_visual_review,
57,57_天道_1920-02,天道敎靑年臨時敎理講習會에 就하야,CNTS-00048079093,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079093,page_004.jpg,ok,8295d09aafdbabf5bab6c27a87494070422a4848b676eff747febca6ab86ed6f,8295d09aafdbabf5bab6c27a87494070422a4848b676eff747febca6ab86ed6f,199581,199581,1500x2294,1500x2294,unit_4_p4,1,pending_visual_review,
57,57_天道_1920-02,天道敎靑年臨時敎理講習會에 就하야,CNTS-00048079093,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079093,page_005.jpg,ok,fa01300e3a06fe619c03f0bfaf9ed4c7c828e529845643bef82563058f3b5d47,fa01300e3a06fe619c03f0bfaf9ed4c7c828e529845643bef82563058f3b5d47,200577,200577,1500x2373,1500x2373,unit_5_p5,1,pending_visual_review,
57,57_天道_1920-02,天道敎靑年臨時敎理講習會에 就하야,CNTS-00048079093,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079093,page_006.jpg,ok,0dab6b88cebdc97ece6e708f5c1018b7ee3071a6ade0efcd536988954b244d1a,0dab6b88cebdc97ece6e708f5c1018b7ee3071a6ade0efcd536988954b244d1a,178501,178501,1500x2375,1500x2375,unit_6_p6,1,pending_visual_review,
58,58_庚申_1920-04,庚申四月五日,CNTS-00048065358,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065358,page_001.jpg,ok,e06b99ee34f140b7cb1d7cc582181521052acdb2a77484a5e9978455e2892bc6,e06b99ee34f140b7cb1d7cc582181521052acdb2a77484a5e9978455e2892bc6,190437,190437,1500x2474,1500x2474,unit_1_p1,1,pending_visual_review,
58,58_庚申_1920-04,庚申四月五日,CNTS-00048065358,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065358,page_002.jpg,ok,2ef478b37ec80a5a505d38e229d61de226ea5a09b3c45f3e02106235cd7463c7,2ef478b37ec80a5a505d38e229d61de226ea5a09b3c45f3e02106235cd7463c7,200918,200918,1500x2397,1500x2397,unit_2_p2,1,pending_visual_review,
58,58_庚申_1920-04,庚申四月五日,CNTS-00048065358,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065358,page_003.jpg,ok,3a49eb5e1ddd59990700b58d218f3aa6c52279feee83eb77344e809c0d949e5b,3a49eb5e1ddd59990700b58d218f3aa6c52279feee83eb77344e809c0d949e5b,197694,197694,1500x2441,1500x2441,unit_3_p3,1,pending_visual_review,
58,58_庚申_1920-04,庚申四月五日,CNTS-00048065358,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065358,page_004.jpg,ok,c4fe321a0a7c0c432f481349d5fb15de64527a20a5f276611d30dd425882bb2c,c4fe321a0a7c0c432f481349d5fb15de64527a20a5f276611d30dd425882bb2c,207270,207270,1500x2390,1500x2390,unit_4_p4,1,pending_visual_review,
58,58_庚申_1920-04,庚申四月五日,CNTS-00048065358,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065358,page_005.jpg,ok,5f65d29cddaa3c1da3cd2891d4d167ed6f161e7eb62ae0f5d3a97f74fe3aee3c,5f65d29cddaa3c1da3cd2891d4d167ed6f161e7eb62ae0f5d3a97f74fe3aee3c,371588,371588,1500x2409,1500x2409,unit_5_p5,1,pending_visual_review,
58,58_庚申_1920-04,庚申四月五日,CNTS-00048065358,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065358,page_006.jpg,ok,042aa8c80bfe4336bcdf608b484a72d79101e69985bf1b8185ef76ee3b877941,042aa8c80bfe4336bcdf608b484a72d79101e69985bf1b8185ef76ee3b877941,359585,359585,1500x2441,1500x2441,unit_6_p6,1,pending_visual_review,
59,59_哲人_1920-05,哲人主義의 將來와 新宗敎의 價値,CNTS-00048037930,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037930,page_001.jpg,ok,530b43ededa8525ccecb77ba504315b26a2c1e079b496ebebdd54057b65da896,530b43ededa8525ccecb77ba504315b26a2c1e079b496ebebdd54057b65da896,327842,327842,1500x2340,1500x2340,unit_1_p1,1,pending_visual_review,
59,59_哲人_1920-05,哲人主義의 將來와 新宗敎의 價値,CNTS-00048037930,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037930,page_002.jpg,ok,09140c003e899fd01ede9cd168df7fa471c9a87a7e99d0cb7ccd5c91cebbba92,09140c003e899fd01ede9cd168df7fa471c9a87a7e99d0cb7ccd5c91cebbba92,170057,170057,1500x2319,1500x2319,unit_2_p2,1,pending_visual_review,
59,59_哲人_1920-05,哲人主義의 將來와 新宗敎의 價値,CNTS-00048037930,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037930,page_003.jpg,ok,6438f2cf2bbc74950f2d8fde313273e19cda44ca375b97ddaa7934d625918d95,6438f2cf2bbc74950f2d8fde313273e19cda44ca375b97ddaa7934d625918d95,210556,210556,1500x2357,1500x2357,unit_3_p3,1,pending_visual_review,
59,59_哲人_1920-05,哲人主義의 將來와 新宗敎의 價値,CNTS-00048037930,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037930,page_004.jpg,ok,7da51729f1c9c8597fde8eaa86389b50aae93682e4a5a8a4098c51781ac1360b,7da51729f1c9c8597fde8eaa86389b50aae93682e4a5a8a4098c51781ac1360b,199024,199024,1500x2336,1500x2336,unit_4_p4,1,pending_visual_review,
59,59_哲人_1920-05,哲人主義의 將來와 新宗敎의 價値,CNTS-00048037930,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037930,page_005.jpg,ok,b8cc1e8701318ca0f35e7d4172bc164c7a0a67a720aecbe8e3c36067439c9ac2,b8cc1e8701318ca0f35e7d4172bc164c7a0a67a720aecbe8e3c36067439c9ac2,196443,196443,1500x2360,1500x2360,unit_5_p5,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_001.jpg,ok,3ebb5d634cc02aa512f82bd463e11c753d2ce9915ac6d04584ade382a28e3545,3ebb5d634cc02aa512f82bd463e11c753d2ce9915ac6d04584ade382a28e3545,192515,192515,1500x2399,1500x2399,unit_1_p1,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_002.jpg,ok,7a7dcfa3dd99406a0f0e924f40fe7a4d294f28c4c6086c6c22968795905ff09c,7a7dcfa3dd99406a0f0e924f40fe7a4d294f28c4c6086c6c22968795905ff09c,235159,235159,1500x2323,1500x2323,unit_2_p2,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_003.jpg,ok,0c4f5042397cd9e712853163d70571f8b4a78e408b8a34ca52f0c239ebe725ee,0c4f5042397cd9e712853163d70571f8b4a78e408b8a34ca52f0c239ebe725ee,198996,198996,1500x2300,1500x2300,unit_3_p3,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_004.jpg,ok,bf97006a8e69fd75de663bb221f7ced6f9dec2b02919cc51cbe8ad39cdff8b8e,bf97006a8e69fd75de663bb221f7ced6f9dec2b02919cc51cbe8ad39cdff8b8e,206444,206444,1500x2298,1500x2298,unit_4_p4,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_005.jpg,ok,2167aeb7d6aadae559ca930673c2e0e7af31fab306a7bfb44ab5e61fca56b355,2167aeb7d6aadae559ca930673c2e0e7af31fab306a7bfb44ab5e61fca56b355,211530,211530,1500x2394,1500x2394,unit_5_p5,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_006.jpg,ok,a72935caf856471cefdfc5a5b943d0d5cfc9411dde71230ca8791ae78d5988f6,a72935caf856471cefdfc5a5b943d0d5cfc9411dde71230ca8791ae78d5988f6,226871,226871,1500x2404,1500x2404,unit_6_p6,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_007.jpg,ok,d577ea3357b766c79fc04031abe1f1a2d87a3724ed02a70f578333c0c57b86e6,d577ea3357b766c79fc04031abe1f1a2d87a3724ed02a70f578333c0c57b86e6,211176,211176,1500x2385,1500x2385,unit_7_p7,1,pending_visual_review,
60,60_自己_1920-06,自己解放과 人乃天主義,CNTS-00048065377,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048065377,page_008.jpg,ok,b249e7a7730c07d3366ff15b49000bec0f4c269281a7c23413b369a273e3bdbb,b249e7a7730c07d3366ff15b49000bec0f4c269281a7c23413b369a273e3bdbb,197623,197623,1500x2388,1500x2388,unit_8_p8,1,pending_visual_review,
61,61_自己_1920-07,自己解放과 人乃天主義(續),CNTS-00048079146,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079146,page_001.jpg,ok,5052d09be7e6845a60cfb3e80374b668b86bb39eae3ad83ac9b29ae4431988e6,5052d09be7e6845a60cfb3e80374b668b86bb39eae3ad83ac9b29ae4431988e6,187859,187859,1500x2472,1500x2472,unit_1_p1,1,pending_visual_review,
61,61_自己_1920-07,自己解放과 人乃天主義(續),CNTS-00048079146,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079146,page_002.jpg,ok,f5b95e4014586d9943985aae19e709353184c5901006f614ef3aa9829f954753,f5b95e4014586d9943985aae19e709353184c5901006f614ef3aa9829f954753,193992,193992,1500x2472,1500x2472,unit_2_p2,1,pending_visual_review,
61,61_自己_1920-07,自己解放과 人乃天主義(續),CNTS-00048079146,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079146,page_003.jpg,ok,3182eb149b9a863a304c784899119ce24786f1013fa6a5049c64a6f8ea34b163,3182eb149b9a863a304c784899119ce24786f1013fa6a5049c64a6f8ea34b163,203367,203367,1500x2417,1500x2417,unit_3_p3,1,pending_visual_review,
61,61_自己_1920-07,自己解放과 人乃天主義(續),CNTS-00048079146,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079146,page_004.jpg,ok,ad40b9d9f556cb38699a827e8bba4c080f48d4c9872fa12eaa35c21066bee0a6,ad40b9d9f556cb38699a827e8bba4c080f48d4c9872fa12eaa35c21066bee0a6,202927,202927,1500x2461,1500x2461,unit_4_p4,1,pending_visual_review,
61,61_自己_1920-07,自己解放과 人乃天主義(續),CNTS-00048079146,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048079146,page_005.jpg,ok,bfb8ed354943ae57cc0da6969bcd5b2cdb2882403aa2e9908a318eaab8ecfbf6,bfb8ed354943ae57cc0da6969bcd5b2cdb2882403aa2e9908a318eaab8ecfbf6,218463,218463,1500x2391,1500x2391,unit_5_p5,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_001.jpg,ok,1700c69caa578779d61e1020a350aceb3ea180c976b563c129310dc21736d9de,1700c69caa578779d61e1020a350aceb3ea180c976b563c129310dc21736d9de,202648,202648,1500x2379,1500x2379,unit_1_p1,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_002.jpg,ok,9f47fefcd2f050a4e5a52496a8b81eadcef64a0e1b2848397a5960621fa53978,9f47fefcd2f050a4e5a52496a8b81eadcef64a0e1b2848397a5960621fa53978,220993,220993,1500x2448,1500x2448,unit_2_p2,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_003.jpg,ok,b4e8c53d5a8ed319665c4655ac0290effd67e03c1ffdd1dd6c923ababfab278a,b4e8c53d5a8ed319665c4655ac0290effd67e03c1ffdd1dd6c923ababfab278a,187221,187221,1500x2374,1500x2374,unit_3_p3,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_004.jpg,ok,b108192d75954e2c29a2ed98630e015f5f191ce3615d9d8e9dcbb7d99e955b39,b108192d75954e2c29a2ed98630e015f5f191ce3615d9d8e9dcbb7d99e955b39,215304,215304,1500x2405,1500x2405,unit_4_p4,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_005.jpg,ok,16b362ec8b9eab3448711e9247c4c0e94b1ef87ddebf25d136c3a496054e07b0,16b362ec8b9eab3448711e9247c4c0e94b1ef87ddebf25d136c3a496054e07b0,227920,227920,1500x2419,1500x2419,unit_5_p5,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_006.jpg,ok,915883b0382afa7157ed8f28ad6e757d16047f609f9603f2a7756185d2c8bd9d,915883b0382afa7157ed8f28ad6e757d16047f609f9603f2a7756185d2c8bd9d,225504,225504,1500x2419,1500x2419,unit_6_p6,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_007.jpg,ok,3653657ad8bb28bf318884abbf7f35dfd304927355f4f13d162f680604418754,3653657ad8bb28bf318884abbf7f35dfd304927355f4f13d162f680604418754,189599,189599,1500x2410,1500x2410,unit_7_p7,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_008.jpg,ok,bcfd516c35f373a1f516124c7d419bbf809eb409d4f28287fa843ac81fe6cf2f,bcfd516c35f373a1f516124c7d419bbf809eb409d4f28287fa843ac81fe6cf2f,168794,168794,1500x2377,1500x2377,unit_8_p8,1,pending_visual_review,
62,62_十週_1920-08,十週年,CNTS-00048051778,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048051778,page_009.jpg,ok,55b4a06302f3032909c4c45ace96874f1dcc163c13081d2feb8fe2d4dfe8f6e1,55b4a06302f3032909c4c45ace96874f1dcc163c13081d2feb8fe2d4dfe8f6e1,174122,174122,1500x2392,1500x2392,unit_9_p9,1,pending_visual_review,
63,63_法門_1920-09,오로지 法門에 依信하라,CNTS-00048037962,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037962,page_001.jpg,ok,bad5a5173c8d99a0ffc25c0e8571a28f834b6488c067446a51ebcbe9d37af1d6,bad5a5173c8d99a0ffc25c0e8571a28f834b6488c067446a51ebcbe9d37af1d6,218567,218567,1500x2443,1500x2443,unit_1_p1,1,pending_visual_review,
63,63_法門_1920-09,오로지 法門에 依信하라,CNTS-00048037962,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037962,page_002.jpg,ok,2d1e817ff5c62883f7c03a299aef5f0d6c91a33127401c80ba22247938cfc6d9,2d1e817ff5c62883f7c03a299aef5f0d6c91a33127401c80ba22247938cfc6d9,218628,218628,1500x2463,1500x2463,unit_2_p2,1,pending_visual_review,
63,63_法門_1920-09,오로지 法門에 依信하라,CNTS-00048037962,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037962,page_003.jpg,ok,363855033b6340cb3c5e4ff48810efad6da6a3aaddc38c38f048f6dc687805cd,363855033b6340cb3c5e4ff48810efad6da6a3aaddc38c38f048f6dc687805cd,203085,203085,1500x2347,1500x2347,unit_3_p3,1,pending_visual_review,
63,63_法門_1920-09,오로지 法門에 依信하라,CNTS-00048037962,raw/journals/cheondogyo_wolbo/nl_bibliography/articles/CNTS-00048037962,page_004.jpg,ok,60a082c34a5db927197cb3df78617ce693737a9341f34d6ee4c8762738615d74,60a082c34a5db927197cb3df78617ce693737a9341f34d6ee4c8762738615d74,213073,213073,1500x2414,1500x2414,unit_4_p4,1,pending_visual_review,
